,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Centros,Juego asociado,Juego aéreo,Defensa
802,Ali Al Hamadi,Stoke City,Stoke City,Inglaterra | Segunda División 24/25,CF,23.0,187,Iraq,"Iraq, England",2028-06-30,right,15,912,52.8,52.43,80.97,13.12,27.03,45.03,46.25
803,G. Earthy,Bristol City,Bristol City,Inglaterra | Segunda División 24/25,"AMF, RWF, LWF",20.0,180,England,England,2026-06-30,right,38,1698,46.86,58.78,32.08,38.64,84.79,11.85,82.98
804,W. Keane,Preston North End,Preston North End,Inglaterra | Segunda División 24/25,"CF, AMF",32.0,188,England,"England, Republic of Ireland",2026-06-30,right,27,1259,56.79,52.0,32.6,33.7,67.06,37.61,30.5
805,A. Weimann,Blackburn Rovers,Blackburn Rovers,Inglaterra | Segunda División 24/25,"AMF, RAMF, LAMF",33.0,179,Austria,Austria,2025-06-30,right,30,1556,82.98,68.66,27.26,55.97,58.0,48.16,17.37
806,G. Honeyman,Millwall,Millwall,Inglaterra | Segunda División 24/25,"AMF, RAMF, CF",30.0,173,England,England,,right,40,2683,32.35,68.86,45.96,83.96,63.8,15.06,81.26
807,C. Lang,Portsmouth,Portsmouth,Inglaterra | Segunda División 24/25,"AMF, RAMF",26.0,183,England,England,2026-06-30,right,32,2656,77.08,62.38,78.93,84.55,46.4,49.21,72.4
808,Y. Ohashi,Blackburn Rovers,Blackburn Rovers,Inglaterra | Segunda División 24/25,"CF, AMF",28.0,181,Japan,Japan,2027-06-30,right,36,2406,73.98,51.44,66.9,39.45,37.76,59.72,70.56
809,B. Waine,Mansfield Town,Plymouth Argyle,Inglaterra | Segunda División 24/25,CF,23.0,179,New Zealand,"New Zealand, England",2025-05-31,right,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,D. Cole,West Bromwich Albion,West Bromwich Albion,Inglaterra | Segunda División 24/25,CF,29.0,184,England,"England, Jamaica",2026-06-30,right,14,226,25.89,17.52,55.32,15.62,31.92,82.37,74.49
811,O. Romenij,Oxford United,Oxford United,Inglaterra | Segunda División 24/25,"AMF, CF",24.0,185,Netherlands,Netherlands,2026-06-30,right,14,655,40.12,29.89,65.65,41.66,60.94,8.98,38.18
812,M. Harness,Derby County,Derby County,Inglaterra | Segunda División 24/25,"CF, AMF",29.0,180,England,"England, Republic of Ireland",2025-06-30,right,41,2566,46.51,68.23,56.83,71.56,64.33,52.14,77.46
813,M. Tijani,Plymouth Argyle,Plymouth Argyle,Inglaterra | Segunda División 24/25,CF,24.0,191,Nigeria,Nigeria,2028-06-30,right,13,534,59.13,14.6,26.31,45.94,23.3,80.26,47.44
814,M. Bundu,Plymouth Argyle,Plymouth Argyle,Inglaterra | Segunda División 24/25,"CF, AMF",28.0,188,Sierra Leone,Sierra Leone,2025-06-30,right,37,2498,74.86,74.69,40.62,82.53,63.88,71.84,55.42
815,C. Paterson,Sheffield Wednesday,Sheffield Wednesday,Inglaterra | Segunda División 24/25,"CF, RW, RB",30.0,183,England,"England, Scotland",2025-06-30,right,27,1343,77.17,64.65,53.18,78.57,34.45,92.87,63.77
816,O. Hernández,Norwich City,Norwich City,Inglaterra | Segunda División 24/25,"CF, RWF",32.0,172,Cuba,"Cuba, Germany",2025-06-30,right,23,741,22.2,78.46,98.54,79.68,45.83,10.42,28.46
817,L. Salvesen,Derby County,Derby County,Inglaterra | Segunda División 24/25,CF,29.0,186,Norway,Norway,2026-12-31,left,8,536,47.05,38.99,39.42,71.2,26.93,68.52,37.09
818,N. Ennis,Blackpool,Stoke City,Inglaterra | Segunda División 24/25,"CF, AMF",25.0,180,England,"England, Jamaica",2026-06-30,right,9,248,25.39,15.45,29.25,12.76,26.44,48.21,21.87
819,M. Langstaff,Millwall,Millwall,Inglaterra | Segunda División 24/25,CF,28.0,178,England,England,2027-06-30,right,34,1571,31.93,44.07,52.56,55.75,22.65,16.48,40.25
820,C. Bishop,Portsmouth,Portsmouth,Inglaterra | Segunda División 24/25,CF,28.0,183,England,England,2025-06-30,right,32,2863,75.08,53.27,17.06,23.31,46.22,83.62,51.81
821,M. Harris,Oxford United,Oxford United,Inglaterra | Segunda División 24/25,CF,26.0,182,Wales,Wales,2026-06-30,right,46,3108,54.27,33.1,24.07,11.2,28.1,28.04,34.82
822,A. Robertson,Cardiff City,Cardiff City,Inglaterra | Segunda División 24/25,"AMF, RCMF, RDMF",22.0,182,England,"England, Australia",2028-06-30,right,35,2635,40.86,72.73,56.85,72.31,72.13,63.86,89.02
823,C. Wright,Plymouth Argyle,Plymouth Argyle,Inglaterra | Segunda División 24/25,"AMF, LWF, LW",25.0,182,England,England,2026-06-30,right,35,1630,27.76,35.06,55.96,72.24,47.65,48.2,78.24
824,T. Bradshaw,Oxford United,Oxford United,Inglaterra | Segunda División 24/25,CF,32.0,178,England,"England, Wales",2025-06-30,right,22,905,30.19,23.74,16.59,38.51,28.98,60.45,19.93
825,A. Gilbert,Charlton Athletic,Middlesbrough,Inglaterra | Segunda División 24/25,"AMF, RDMF",23.0,183,England,"England, Republic of Ireland",2027-06-30,right,7,112,72.72,56.65,73.47,20.16,89.11,59.09,23.85
826,L. Andersen,Queens Park Rangers,Queens Park Rangers,Inglaterra | Segunda División 24/25,"AMF, LAMF",30.0,185,Denmark,Denmark,2025-06-30,right,33,1327,42.85,75.54,46.41,71.36,75.41,46.19,57.19
827,A. Barnes,Burnley,Burnley,Inglaterra | Segunda División 24/25,CF,35.0,185,England,England,2025-06-30,right,21,400,52.86,22.99,28.34,11.66,37.91,43.57,24.11
828,J. Windass,Sheffield Wednesday,Sheffield Wednesday,Inglaterra | Segunda División 24/25,"AMF, RWF, CF",31.0,176,England,England,,right,44,3458,77.27,77.34,54.43,71.3,82.42,36.75,43.91
829,K. Joseph,Hull City,Hull City,Inglaterra | Segunda División 24/25,"CF, LAMF",23.0,185,Scotland,"Scotland, England",2026-06-30,right,16,1071,20.44,40.57,48.75,65.68,29.14,79.77,77.74
830,F. Bianchini,Swansea City,Swansea City,Inglaterra | Segunda División 24/25,"CF, RAMF",23.0,182,France,"France, Congo DR",2028-06-30,right,36,1276,57.15,35.75,40.54,79.87,43.75,69.76,58.63
831,Rúben Rodrigues,Oxford United,Oxford United,Inglaterra | Segunda División 24/25,"AMF, RCMF, CF",28.0,181,Portugal,"Portugal, Netherlands",,right,39,2402,47.22,75.71,77.53,67.4,70.13,29.38,87.08
832,N. Wells,Bristol City,Bristol City,Inglaterra | Segunda División 24/25,CF,34.0,174,Bermuda,Bermuda,2025-06-30,left,40,2246,84.53,70.98,60.89,68.44,64.74,34.23,60.65
833,K. Yengi,Portsmouth,Portsmouth,Inglaterra | Segunda División 24/25,"CF, AMF",26.0,190,Australia,"Australia, England",2025-06-30,right,14,626,14.54,33.64,60.19,65.13,21.74,72.6,13.29
834,J. Taylor,Huddersfield Town,Luton Town,Inglaterra | Segunda División 24/25,CF,22.0,182,Wales,"Wales, England",,right,13,227,25.11,25.1,82.86,75.16,21.77,32.0,4.62
835,E. Sørensen,Vålerenga,Portsmouth,Inglaterra | Segunda División 24/25,"CF, RAMF, LAMF",25.0,189,Denmark,Denmark,2027-06-30,right,12,389,59.24,19.81,4.81,14.84,36.19,33.7,57.26
836,C. Saydee,Portsmouth,Portsmouth,Inglaterra | Segunda División 24/25,"AMF, CF",22.0,181,England,"England, Liberia",2026-06-30,right,29,1302,54.26,56.69,69.85,81.46,43.38,44.8,52.72
837,M. Smith,Sheffield Wednesday,Sheffield Wednesday,Inglaterra | Segunda División 24/25,CF,33.0,191,England,England,2025-06-30,right,41,2048,78.16,68.42,13.54,50.1,54.98,95.51,40.38
838,J. Allen,Swansea City,Swansea City,Inglaterra | Segunda División 24/25,"AMF, RDMF, LDMF",35.0,170,Wales,Wales,2025-06-30,right,25,837,35.75,49.22,39.55,59.35,87.5,45.8,61.12
839,C. McNeill,Sheffield Wednesday,Sheffield Wednesday,Inglaterra | Segunda División 24/25,"CF, RCMF",21.0,181,England,England,,right,4,76,15.24,13.01,37.14,17.21,52.18,8.86,96.65
840,J. Collins,Lincoln City,Derby County,Inglaterra | Segunda División 24/25,"CF, AMF",34.0,188,England,"England, Republic of Ireland",2025-06-30,right,17,307,16.77,16.45,13.26,12.05,41.66,69.93,58.73
841,C. Evans,Preston North End,Preston North End,Inglaterra | Segunda División 24/25,"CF, LWF, LCMF",36.0,183,Wales,Wales,2025-06-30,right,8,147,36.82,83.17,42.55,96.62,49.14,44.67,33.73
842,Ž. Vipotnik,Swansea City,Swansea City,Inglaterra | Segunda División 24/25,CF,23.0,185,Slovenia,Slovenia,,both,42,2254,69.03,31.27,16.7,36.82,20.78,55.88,22.29
843,D. Jebbison,Watford,Watford,Inglaterra | Segunda División 24/25,CF,0.0,0,Canada,Canada,,unknown,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,G. O'Donkor,Bristol Rovers,Oxford United,Inglaterra | Segunda División 24/25,CF,19.0,178,England,"England, Ghana",2025-06-30,left,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,M. Spencer Peart-Harris,Swansea City,Swansea City,Inglaterra | Segunda División 24/25,"AMF, CF",22.0,0,England,England,,unknown,3,79,14.04,13.23,54.01,10.62,34.89,73.44,3.64
846,W. Odobert,Tottenham Hotspur,Burnley,Inglaterra | Segunda División 24/25,AMF,19.0,182,France,"France, Martinique",2027-06-30,right,1,92,60.72,70.44,21.4,10.62,45.57,3.51,28.44
847,A. Connolly,unknown,Sunderland,Inglaterra | Segunda División 24/25,CF,33.0,0,Scotland,Scotland,,unknown,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,R. Mmaee,Stoke City,Stoke City,Inglaterra | Segunda División 24/25,"CF, LDMF",27.0,185,Belgium,"Belgium, Morocco",,right,3,127,15.36,11.76,51.49,10.62,33.81,86.85,16.53
849,L. Wheeldon,Derby County U21,Derby County,Inglaterra | Segunda División 24/25,CF,19.0,0,England,England,,right,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,A. Lloyd,Queens Park Rangers,Queens Park Rangers,Inglaterra | Segunda División 24/25,"CF, LAMF",21.0,0,England,England,,unknown,27,897,48.47,41.99,79.89,53.21,41.48,67.3,75.46
851,A. Nabizada,Watford U18,Watford,Inglaterra | Segunda División 24/25,CF,17.0,0,England,England,2027-06-30,unknown,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,T. Waddingham,Portsmouth,Portsmouth,Inglaterra | Segunda División 24/25,CF,20.0,0,Australia,Australia,2028-06-30,unknown,5,125,74.34,16.6,62.0,15.06,23.05,43.25,82.42
853,I. Tyjon,Blackburn Rovers U18,Blackburn Rovers,Inglaterra | Segunda División 24/25,CF,17.0,0,Poland,"Poland, England",2026-06-30,unknown,2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,E. Tezgel,Stoke City U21,Stoke City,Inglaterra | Segunda División 24/25,"CF, LAMF",19.0,182,England,"England, Türkiye",2025-06-30,right,12,358,25.8,52.15,13.94,15.32,42.89,38.57,36.69
855,D. Brown,Derby County,Derby County,Inglaterra | Segunda División 24/25,CF,19.0,0,England,"England, Jamaica",2027-06-30,right,15,445,45.73,33.61,13.31,58.21,19.64,65.98,52.19
856,T. Chirewa,Derby County,Derby County,Inglaterra | Segunda División 24/25,"AMF, LCMF, RCMF",21.0,181,England,"England, Zimbabwe",2025-05-31,right,5,171,20.16,12.9,82.73,10.62,63.34,3.6,81.6
857,M. Reindorf,Cardiff City U21,Cardiff City,Inglaterra | Segunda División 24/25,CF,19.0,0,England,"England, Ghana",,unknown,2,66,22.39,21.06,88.12,97.66,43.3,15.68,49.6
858,J. Dixon,Stoke City U21,Stoke City,Inglaterra | Segunda División 24/25,CF,17.0,0,England,"England, Jamaica",2027-06-30,right,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,W. Goodwin,Wigan Athletic,Oxford United,Inglaterra | Segunda División 24/25,"CF, AMF",22.0,185,England,England,,right,3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,M. Fanne Dabo,Luton Town,Luton Town,Inglaterra | Segunda División 24/25,AMF,20.0,0,Spain,"Spain, Senegal",,unknown,1,88,23.34,21.4,53.43,10.62,50.47,76.52,4.08
861,C. Crew,Doncaster Rovers,Leeds United,Inglaterra | Segunda División 24/25,AMF,18.0,0,Wales,Wales,2028-06-30,right,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,D. Kelly,Millwall,Millwall,Inglaterra | Segunda División 24/25,"CF, LDMF, AMF",19.0,180,Scotland,Scotland,,left,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,M. Ivanović,Millwall,Millwall,Inglaterra | Segunda División 24/25,"CF, AMF",20.0,187,Serbia,"Serbia, Croatia",,right,37,2372,87.77,40.24,25.55,38.15,27.45,86.34,36.12
864,K. Morgan,Queens Park Rangers,Queens Park Rangers,Inglaterra | Segunda División 24/25,"AMF, LCMF, RCMF",19.0,0,England,England,,unknown,30,1728,28.25,52.88,35.49,52.01,65.13,32.66,62.67
865,Eliezer Mayenda,Sunderland,Sunderland,Inglaterra | Segunda División 24/25,"CF, RAMF",19.0,180,Spain,"Spain, France",2028-06-30,left,37,2397,72.39,78.73,93.36,67.92,45.5,20.59,40.92
866,C. Rigg,Sunderland,Sunderland,Inglaterra | Segunda División 24/25,"AMF, CF, RCMF",17.0,175,England,England,2027-06-30,left,42,3299,41.86,63.52,64.01,83.31,76.04,50.68,68.08
867,H. Jones,Sunderland U21,Sunderland,Inglaterra | Segunda División 24/25,AMF,20.0,0,England,England,2025-06-30,right,4,143,20.11,73.64,42.66,85.03,61.61,75.7,62.85
868,D. Bennie,Queens Park Rangers,Queens Park Rangers,Inglaterra | Segunda División 24/25,"CF, RW",19.0,181,Hong Kong,"Hong Kong, Australia",,right,12,282,16.18,53.91,45.0,86.62,49.25,82.24,68.09
869,R. Kolli,Queens Park Rangers,Queens Park Rangers,Inglaterra | Segunda División 24/25,"CF, LAMF",20.0,0,England,England,2025-06-30,unknown,20,914,70.99,55.09,63.88,48.83,41.23,61.02,66.48
870,H. Gray,Leeds United U21,Leeds United,Inglaterra | Segunda División 24/25,AMF,16.0,0,England,England,,right,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,M. O'Mahony,Portsmouth,Portsmouth,Inglaterra | Segunda División 24/25,CF,20.0,0,Republic of Ireland,Republic of Ireland,,right,13,661,69.72,15.7,10.73,11.14,17.6,51.23,64.89
872,N. Lowe,Stoke City,Stoke City,Inglaterra | Segunda División 24/25,CF,19.0,193,England,England,2028-06-30,right,10,516,44.11,45.57,11.56,73.8,30.97,47.24,44.34
873,W. Lankshear,West Bromwich Albion,West Bromwich Albion,Inglaterra | Segunda División 24/25,CF,20.0,189,England,England,2029-06-30,right,11,413,25.4,22.75,43.96,61.46,24.61,48.02,44.36
874,R. Oné,Sheffield United U21,Sheffield United,Inglaterra | Segunda División 24/25,CF,18.0,0,Scotland,"Scotland, France",,right,12,359,55.7,18.11,23.34,15.55,24.4,49.64,51.68
875,B. Lloyd,Swansea City,Swansea City,Inglaterra | Segunda División 24/25,"AMF, LAMF",20.0,175,Wales,Wales,2026-06-30,left,2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,M. Doumbia,Watford,Watford,Inglaterra | Segunda División 24/25,CF,19.0,0,Mali,Mali,2029-06-30,left,19,1059,45.58,23.24,16.69,11.72,27.69,67.15,30.5
877,Z. Massiah-Edwards,Watford U18,Watford,Inglaterra | Segunda División 24/25,"CF, RW, LW",18.0,0,England,England,2027-06-30,unknown,4,82,14.04,17.67,44.74,16.92,18.81,14.02,99.5
